drug_id,substance_id
1193,260
1194,260
1195,260
1196,260
1197,260
1198,260
1199,260
1200,260
1201,260
1202,260
1203,260
1204,260
1205,260
1206,260
1207,260
1208,260
1209,260
1210,260
1211,260
1212,260
1213,260
1214,270
1215,260
1216,260
1217,260
1218,260
1219,260
1220,260
1221,260
1222,260
1223,260
1224,260
1225,260
1226,260
1227,260
1228,260
1229,260
1230,260
1231,260
1232,260
1233,260
1234,260
1235,260
1236,260
1237,260
1238,260
1239,260
1240,260
1241,260
1242,260
1243,260
1244,260
1245,260
1246,260
1247,260
1248,260
1249,270
1250,270
1251,260
1252,260
1253,260
1254,260
1255,271
1256,260
1257,260
1258,260
1259,260
1260,260
1261,260
1262,260
1263,260
1264,260
1265,260
1266,260
1267,260
1268,260
1269,260
1270,260
1271,260
1272,260
1273,260
1274,260
1275,260
1276,260
1277,260
1278,260
1279,260
1280,260
1281,260
1282,260
1283,260
1284,260
1285,260
1286,260
1287,260
1288,260
1289,260
1290,260
1291,260
1292,260
1293,260
1294,260
1295,260
1296,260
1297,260
1298,260
1299,260
1300,260
1301,260
1302,260
1303,260
1304,260
1305,260
1306,260
1307,260
1308,260
1309,260
1310,260
1311,260
1312,260
1313,260
1314,260
1315,260
1316,260
1317,260
1318,260
1319,260
1320,260
1321,260
1322,260
1323,260
1324,260
1325,260
1326,260
1327,260
1328,260
1329,260
1330,260
1331,260
1332,260
1333,260
1334,260
1335,260
1336,260
1337,260
1338,260
1339,260
1340,260
1341,260
1342,260
1343,260
1344,260
1345,260
1346,260
1347,260
1348,260
1349,260
1350,260
1351,260
1352,260
1353,260
1354,260
1355,260
1356,260
1357,260
1358,260
1359,260
1360,260
1361,260
1362,260
1363,260
1364,260
1365,260
1366,260
1367,260
1368,260
1369,260
1370,260
1371,260
1372,260
1373,260
1374,260
1375,260
1376,260
1377,260
1378,260
1379,260
1380,260
1381,260
1382,260
1383,260
1384,260
1385,260
1386,260
1387,260
1388,260
1389,260
1390,260
1391,260
1392,260
1393,260
1394,260
1395,260
1396,260
1397,260
1398,260
1399,260
1400,260
1401,260
1402,260
1403,260
1404,260
1405,260
1406,260
1407,260
1408,260
1409,260
1410,260
1411,260
1412,260
1413,260
1414,260
1415,260
1416,260
1417,260
1418,260
1419,260
1420,260
1421,260
1422,260
1423,260
1424,260
1425,260
1426,260
1427,260
1428,260
1429,260
1430,260
1431,260
1432,260
1433,260
1434,260
1435,260
1436,260
1437,260
1438,260
1439,260
1440,260
1441,260
1442,260
1443,260
1444,260
1445,260
1446,260
1447,260
1448,260
1449,260
1450,260
1451,260
1452,260
1453,260
1454,260
1455,260
1456,260
1457,260
1458,260
1459,260
1460,260
1461,260
1462,260
1463,260
1464,260
1465,260
1466,260
1467,260
1468,260
1469,260
1470,260
1471,260
1472,260
1473,260
1474,260
1475,260
1476,260
1477,260
1478,260
1479,260
1480,260
1481,260
1482,260
1483,272
1484,260
1485,260
1486,260
1487,260
1488,260
1489,260
1490,260
1491,260
1492,260
1493,260
1494,260
1495,260
1496,260
1497,260
1498,260
1499,260
1500,260
1501,260
1502,260
1503,260
1504,260
1505,273
1506,5
1507,5
1508,5
1509,5
1510,5
1511,5
1512,5
1513,5
1514,5
1515,5
1516,5
1517,274
1517,206
1518,206
1518,275
1519,95
1520,161
1521,276
1522,276
1523,277
1524,278
1525,279
1526,279
1527,280
1528,281
1529,282
1530,5
1531,5
1532,283
1532,284
1533,256
1534,256
1535,256
1536,5
1537,275
1538,275
1539,274
1540,275
1541,275
1542,274
1543,285
1544,275
1545,286
1546,274
1546,206
1547,274
1547,206
1548,274
1548,206
1549,274
1549,206
1550,274
1550,206
1551,274
1551,206
1552,206
1552,275
1553,274
1553,206
1554,274
1554,206
1555,274
1555,206
1556,274
1556,206
1557,274
1557,206
1558,287
1559,287
1560,261
1561,261
1562,261
1563,261
1564,288
1565,288
1566,288
1567,288
1568,288
1569,288
1570,289
1571,290
1572,291
1573,291
1574,291
1575,277
1576,277
1577,277
1578,277
1579,277
1580,277
1581,277
1582,277
1583,277
1584,292
1585,292
1586,292
1587,292
1588,292
1589,292
1590,292
1591,292
1592,278
1593,293
1594,279
1595,279
1596,279
1597,279
1598,279
1599,279
1600,279
1601,279
1602,279
1603,57
1603,191
1603,294
1604,57
1604,191
1604,294
1605,295
1605,294
1606,295
1606,294
1607,295
1607,294
1608,295
1608,294
1609,296
1609,191
1610,297
1611,5
1612,5
1613,5
1614,5
1615,5
1616,5
1617,5
1618,5
1619,5
1620,5
1621,5
1622,95
1622,5
1623,5
1624,5
1625,5
1626,5
1627,5
1628,5
1629,5
1630,5
1631,5
1632,5
1633,5
1634,5
1635,5
1636,5
1637,256
1638,5
1639,5
1640,5
1641,5
1642,5
1643,5
1644,5
1645,5
1646,5
1647,5
1648,5
1649,5
1650,5
1651,5
1652,5
1653,5
1654,5
1655,5
1656,274
1656,206
1657,274
1657,206
1658,274
1658,206
1659,274
1659,206
1660,274
1660,206
1661,206
1661,275
1662,274
1662,206
1663,274
1663,206
1664,274
1664,206
1665,274
1665,206
1666,274
1666,206
1667,274
1667,206
1668,274
1668,206
1669,274
1669,206
1670,274
1670,206
1671,274
1671,206
1672,206
1672,275
1673,274
1673,206
1674,275
1675,275
1676,274
1677,275
1678,274
1679,275
1680,274
1681,275
1682,274
1683,274
1683,206
1684,274
1684,206
1685,274
1686,275
1687,275
1688,298
1689,275
1690,275
1691,275
1692,274
1693,275
1694,285
1695,274
1696,275
1697,275
1698,275
1699,275
1700,275
1701,285
1702,274
1703,275
1704,275
1705,275
1706,275
1707,275
1708,275
1709,285
1710,275
1711,275
1712,274
1713,275
1714,275
1715,275
1716,274
1717,275
1718,285
1719,298
1720,275
1721,275
1722,275
1723,274
1724,275
1725,275
1726,274
1726,206
1727,274
1727,206
1728,274
1728,206
1729,274
1729,206
1730,274
1730,206
1731,95
1732,95
1733,95
1734,297
1735,297
1736,297
1737,297
1738,297
1739,297
1740,297
1741,287
1742,287
1743,287
1744,287
1745,287
1746,287
1747,287
1748,299
1748,300
1748,301
1749,302
1749,303
1750,261
1750,209
1751,261
1752,261
1752,209
1753,261
1754,261
1754,209
1755,261
1756,261
1757,261
1758,261
1759,261
1759,209
1760,262
1761,288
1762,288
1763,289
1764,161
1765,161
1766,161
1767,161
1768,161
1769,161
1770,161
1771,161
1772,161
1773,161
1774,161
1775,161
1776,161
1777,161
1778,161
1779,161
1780,304
1781,161
1782,161
1783,161
1784,161
1785,161
1786,161
1787,161
1788,161
1789,161
1790,161
1791,161
1792,161
1793,161
1794,305
1795,161
1796,161
1797,161
1798,161
1799,161
1800,161
1801,161
1802,161
1803,161
1804,161
1805,305
1806,290
1807,306
1808,290
1809,290
1810,290
1811,290
1812,62
1813,62
1814,277
1815,277
1816,277
1817,277
1818,277
1819,277
1820,277
1821,277
1822,277
1823,277
1824,277
1825,277
1826,307
1827,292
1828,292
1829,292
1830,292
1831,292
1832,292
1833,292
1834,292
1835,170
1836,308
1836,170
1837,308
1837,170
1838,308
1838,170
1839,308
1839,170
1840,308
1840,170
1841,170
1842,308
1843,308
1843,170
1844,308
1844,170
1845,170
1846,170
1847,278
1848,278
1849,278
1850,278
1851,278
1852,279
1853,278
1854,279
1855,279
1856,279
1857,279
1858,279
1859,279
1860,279
1861,279
1862,278
1863,279
1864,278
1865,278
1866,279
1867,279
1868,279
1869,279
1870,279
1871,279
1872,279
1873,279
1874,309
1874,310
1875,311
1875,312
1875,313
1876,313
1877,314
1877,315
1877,316
1878,95
1879,95
1880,317
1880,318
1880,319
1881,320
1881,321
1881,322
1882,323
1882,324
1882,325
1883,261
1884,261
1885,261
1886,261
1887,326
1887,327
1887,328
1888,329
1888,330
1888,331
1889,332
1890,333
1890,334
1890,335
1891,336
1891,337
1891,338
1892,339
1892,340
1892,335
1892,341
1893,342
1894,17
1894,5
1894,224
1895,17
1895,5
1895,224
1896,343
1897,261
1898,260
1899,260
1900,260
1901,260
1902,260
1903,260
1904,260
1905,344
1906,344
1907,345
1908,346
1909,347
1910,346
1911,348
1912,345
1913,342
1914,342
1915,342
1916,342
1917,342
1918,349
1919,350
1920,351
1920,352
1921,353
1922,201
1922,157
1923,354
1924,273
1925,273
1926,273
1927,273
1928,273
1929,273
1930,273
1931,273
1932,273
1933,273
1934,273
1935,260
1936,260
1937,270
1938,5
1939,5
1940,260
1941,279
1942,279
1943,279
1944,279
1945,354
1946,355
1947,355
1948,355
1949,355
1950,355
1951,355
1952,355
1953,355
1954,355
1955,355
1956,356
1956,303
1957,274
1957,206
1958,274
1958,206
1959,206
1959,275
1960,357
1961,358
1962,358
1963,359
1964,260
1965,260
1966,35
1966,360
1967,361
1968,225
1968,226
1969,225
1969,226
1970,362
1970,360
1971,362
1971,360
1972,362
1972,360
1973,362
1973,360
1974,362
1974,360
1975,362
1975,360
1976,362
1976,360
1977,362
1977,360
1978,362
1978,360
1979,362
1979,360
1980,362
1980,360
1981,362
1981,360
1982,362
1982,360
1983,362
1983,360
1984,362
1984,360
1985,35
1986,363
1986,226
1987,363
1987,226
1988,363
1988,226
1989,226
1990,226
1991,226
1992,226
1993,226
1994,226
1995,364
1995,226
1995,365
1996,225
1997,366
1998,367
1999,361
2000,361
2001,361
2002,363
2002,226
2003,363
2003,226
2004,35
2004,368
2005,361
2006,361
2007,35
2007,368
2008,225
2008,369
2009,361
2010,361
2011,62
2012,62
2013,370
2013,371
2013,372
2014,373
2014,374
2014,375
2014,376
2014,377
2015,378
2015,374
2015,379
2015,377
2016,203
2017,203
2017,380
2018,203
2018,380
2019,381
2020,382
2021,57
2021,58
2021,59
2021,60
2022,383
2023,384
2024,385
2024,386
2024,387
2024,388
2024,389
2024,390
2024,391
2025,385
2025,386
2025,387
2025,388
2025,389
2025,390
2025,391
2026,392
2026,393
2026,394
2026,395
2026,396
2026,397
2027,392
2027,393
2027,394
2027,395
2027,396
2027,397
2028,398
2028,399
2029,400
2030,401
2030,402
2030,403
2030,404
2030,405
2031,406
2031,393
2031,407
2031,408
2031,409
2031,410
2031,397
2031,411
2032,412
2032,393
2032,413
2032,414
2032,409
2032,415
2032,397
2032,416
2033,417
2033,418
2033,419
2033,420
2033,421
2033,422
2033,423
2033,424
2033,425
2033,426
2033,427
2034,428
2035,429
2036,430
2037,430
2038,431
2039,432
2040,189
2041,433
2042,433
2043,433
2044,434
2045,255
2046,435
2047,255
2048,255
2049,435
2050,255
2051,255
2052,255
2053,435
2054,255
2055,255
2056,255
2057,435
2058,255
2059,255
2060,255
2061,255
2062,190
2063,367
2064,199
2064,436
2065,199
2065,436
2066,436
2067,437
2068,196
2068,197
2069,196
2069,197
2070,196
2070,197
2071,196
2071,197
2072,196
2072,197
2073,196
2073,197
2074,196
2074,197
2075,196
2075,197
2076,196
2076,197
2077,196
2077,197
2078,196
2078,197
2079,438
2080,438
2081,439
2082,440
2083,440
2084,79
2084,440
2085,220
2085,440
2086,220
2086,440
2087,220
2087,440
2088,220
2088,440
2089,441
2089,442
2089,443
2089,444
2089,445
2090,441
2090,442
2090,443
2090,444
2090,445
2091,441
2091,442
2091,443
2091,444
2091,445
2092,446
2093,446
2093,447
2094,446
2094,447
2095,448
2095,446
2096,448
2096,446
2097,448
2097,446
2098,448
2098,446
2099,448
2099,446
2100,448
2100,446
2101,446
2101,447
2102,274
2102,206
2103,274
2103,206
2104,274
2104,206
2105,274
2105,206
2106,449
2106,450
2107,451
2107,449
2107,450
2108,452
2109,203
2109,199
2109,200
2110,199
2110,200
2111,199
2111,200
2112,199
2112,200
2113,199
2113,200
2114,199
2114,200
2115,199
2115,200
2116,453
2116,380
2117,203
2117,199
2117,200
2118,453
2119,453
2120,453
2120,380
2121,199
2121,200
2121,17
2122,454
2122,17
2122,199
2123,67
2124,67
2125,199
2125,200
2125,17
2126,454
2126,17
2126,199
2127,455
2128,456
2128,62
2129,456
2129,62
2130,456
2130,62
2131,456
2131,62
2132,456
2132,62
2133,456
2133,62
2134,456
2134,62
2135,456
2135,62
2136,456
2136,62
2137,456
2137,62
2138,456
2138,62
2139,456
2139,62
2140,456
2140,62
2141,456
2141,62
2142,456
2142,62
2143,456
2143,62
2144,456
2144,62
2145,456
2145,62
2146,457
2146,458
2146,459
2147,299
2148,460
2149,460
2150,461
2151,461
2152,461
2153,461
2154,461
2155,461
2156,461
2157,461
2158,461
2159,461
2160,461
2161,461
2162,461
2163,461
2164,461
2165,461
2166,461
2167,461
2168,461
2169,461
2170,461
2171,461
2172,461
2173,461
2174,461
2175,461
2176,461
2177,461
2178,461
2179,461
2180,461
2181,461
2182,461
2183,461
2184,461
2185,461
2186,461
2187,461
2188,461
2189,461
2190,461
2191,461
2192,462
2193,463
2194,464
2195,116
2196,100
2197,29
2198,29
2199,29
2200,29
2201,29
2202,29
2203,29
2204,29
2205,29
2206,29
2207,29
2208,29
2209,81
2210,81
2211,81
2212,81
2213,81
2214,81
2215,104
2216,104
2217,465
2217,466
2218,465
2218,466
2219,199
2219,100
2220,464
2221,467
2221,468
2222,469
2222,470
2222,471
2223,469
2223,470
2223,471
2224,469
2224,467
2225,472
2225,473
2226,473
2227,203
2227,199
2227,200
2228,95
2228,474
2228,475
2228,206
2228,476
2228,261
2228,97
2228,477
2228,478
2228,99
2228,479
2228,480
2228,481
2228,65
2228,482
2228,483
2228,484
2228,485
2228,66
2228,486
2228,487
2228,488
2228,489
2228,490
2228,491
2228,492
2228,493
2228,494
2228,495
2228,496
2228,497
2229,95
2229,474
2229,475
2229,206
2229,476
2229,261
2229,97
2229,478
2229,99
2229,479
2229,480
2229,481
2229,65
2229,483
2229,485
2229,66
2229,487
2229,489
2229,490
2229,491
2229,496
2230,95
2230,475
2230,206
2230,261
2230,332
2230,99
2230,480
2230,498
2230,499
2230,481
2230,500
2230,65
2230,483
2230,484
2230,485
2230,66
2230,486
2230,487
2230,489
2230,490
2230,491
2230,501
2230,496
2230,502
2230,503
2231,95
2231,475
2231,206
2231,476
2231,261
2231,97
2231,477
2231,478
2231,99
2231,479
2231,480
2231,498
2231,499
2231,481
2231,65
2231,482
2231,483
2231,484
2231,485
2231,66
2231,486
2231,487
2231,488
2231,489
2231,490
2231,491
2231,492
2231,496
2232,95
2232,475
2232,206
2232,476
2232,261
2232,97
2232,477
2232,478
2232,99
2232,480
2232,498
2232,499
2232,481
2232,65
2232,482
2232,483
2232,484
2232,485
2232,66
2232,486
2232,487
2232,488
2232,489
2232,490
2232,491
2232,496
2233,95
2233,475
2233,206
2233,476
2233,261
2233,97
2233,478
2233,99
2233,480
2233,481
2233,65
2233,483
2233,485
2233,66
2233,487
2233,489
2233,490
2233,491
2233,496
2234,449
2234,450
2235,504
2235,505
2236,504
2236,505
2237,504
2237,505
2238,504
2238,505
2239,504
2239,505
2240,504
2240,505
2241,504
